행정구역(시군구)별(1),행정구역(시군구)별(2),2019. 01,2019. 02,2019. 03,2019. 04,2019. 05,2019. 06,2019. 07,2019. 08,2019. 09,2019. 10,2019. 11,2019. 12,2020. 01,2020. 02,2020. 03,2020. 04,2020. 05,2020. 06,2020. 07,2020. 08,2020. 09,2020. 10,2020. 11,2020. 12,2021. 01,2021. 02,2021. 03,2021. 04,2021. 05,2021. 06
경기도,의왕시,"1,589","1,905","2,357","2,177","1,982","1,693","1,760","1,690","1,486","1,689","1,589","2,678","2,661","3,307","2,918","2,327","2,498","2,247","2,031","1,924","2,199","1,661","1,519","1,755","1,521","2,250","2,427","1,768","1,688","1,526"
경기도,하남시,"3,628","4,011","3,623","3,373","2,948","2,465","3,239","3,047","2,819","3,672","2,942","3,146","3,275","4,462","3,860","3,306","3,250","3,378","3,060","3,368","3,919","4,046","3,661","3,901","3,092","4,608","5,357","3,793","3,392","3,895"
경기도,용인시,"13,797","13,610","11,644","10,831","10,452","9,755","12,025","11,552","10,835","11,670","11,817","12,949","13,238","16,399","14,567","11,799","10,979","10,692","11,760","12,653","12,790","12,534","12,752","14,889","12,292","15,293","15,456","11,749","11,268","10,902"
경기도,파주시,"5,249","4,936","4,818","4,657","4,469","3,726","4,299","4,309","4,041","4,683","4,486","4,901","4,701","5,297","5,696","4,107","4,393","4,349","4,597","7,370","6,874","5,925","5,504","5,780","5,062","5,760","6,096","4,786","4,104","4,201"
경기도,이천시,"3,196","3,064","2,637","2,266","2,188","1,835","2,063","2,360","2,146","2,528","2,837","2,902","2,640","2,661","2,415","1,821","2,049","2,214","2,105","2,265","2,234","2,161","2,218","4,004","2,615","2,601","2,786","2,188","2,534","2,372"
경기도,안성시,"2,879","2,652","2,301","2,031","1,907","1,675","2,250","2,006","1,794","1,965","2,100","2,103","2,007","2,169","2,331","1,670","1,627","1,853","1,825","2,004","2,133","1,979","1,992","2,312","1,970","2,257","2,517","2,009","1,767","1,817"
경기도,김포시,"4,929","4,906","4,504","4,274","4,240","3,400","4,194","3,996","3,789","4,260","4,159","4,462","4,520","6,002","6,307","4,904","5,064","4,919","6,202","10,013","8,044","6,452","5,904","7,829","5,980","6,026","6,332","4,933","4,720","4,310"
경기도,화성시,"11,420","11,717","10,189","9,932","9,186","7,924","9,445","10,044","8,852","9,530","8,895","9,473","11,461","13,888","11,921","8,471","8,497","8,367","8,196","8,989","9,587","9,329","9,731","11,125","10,026","12,238","12,385","12,061","9,705","8,809"
경기도,광주시,"3,563","3,588","3,448","3,539","3,501","2,862","3,312","3,338","3,571","4,277","3,783","3,752","3,676","4,062","4,016","3,487","3,115","3,717","3,590","4,259","4,092","3,905","3,945","4,271","3,630","4,137","4,690","4,047","3,870","3,968"
경기도,양주시,"3,338","2,610","2,502","2,565","2,443","1,825","2,015","2,000","1,892","2,402","2,145","2,237","2,269","2,906","3,233","2,468","2,105","2,637","3,147","2,461","2,252","2,236","2,181","2,383","2,313","3,265","3,186","2,523","2,150","1,955"
경기도,포천시,"2,013","1,808","1,704","1,681","1,538","1,170","1,442","1,371","1,236","1,371","1,354","1,511","1,596","1,789","1,926","1,053","1,260","1,556","1,623","1,436","1,369","1,500","1,535","1,672","1,468","1,809","2,084","1,559","1,384","1,319"
경기도,여주시,"1,443","1,309","1,116",970,"1,077",949,940,996,953,"1,246","1,074","1,245","1,175","1,178","1,214",914,924,962,996,997,961,916,"1,032","1,670","1,166","1,195","1,377","1,072","1,024",978
경기도,여주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,양주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,화성군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,파주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,광주군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,연천군,612,614,526,505,465,360,391,331,329,412,420,512,491,514,550,357,348,462,534,484,348,410,427,413,446,470,545,459,412,393
경기도,포천군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,가평군,682,657,600,644,494,473,609,546,486,588,659,652,677,647,630,456,443,553,588,537,576,560,539,733,553,662,647,542,513,514
경기도,양평군,"1,315","1,335","1,325","1,180","1,080","1,010","1,113","1,124","1,053","1,136","1,278","1,367","1,242","1,303","1,352",907,"1,037","1,145","1,138","1,103","1,131","1,239","1,240","1,521","1,056","1,166","1,419","1,255","1,131","1,218"
경기도,이천군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,용인군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,안성군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
경기도,김포군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강원도,소계,"22,722","22,213","20,361","18,094","17,293","14,403","16,154","17,434","15,212","15,687","16,874","19,518","22,664","23,679","22,746","17,495","14,772","18,102","16,661","14,604","15,610","16,166","16,799","18,599","18,450","19,475","20,872","17,287","15,717","15,089"
강원도,춘천시,"3,496","3,856","3,596","3,110","2,810","2,425","2,990","4,658","3,228","2,974","4,227","4,846","4,399","4,636","4,636","3,593","3,132","3,126","3,077","2,705","3,735","4,344","3,645","3,558","3,491","3,914","4,068","3,301","3,016","2,689"
강원도,원주시,"5,938","5,993","5,405","4,455","4,937","4,318","4,367","4,454","3,921","4,079","4,008","4,526","5,525","6,103","5,530","4,437","3,583","4,515","4,786","4,030","3,945","3,684","3,962","4,674","4,471","4,959","5,255","4,191","3,726","3,747"
강원도,강릉시,"3,631","3,072","3,004","3,244","2,553","1,813","2,494","2,134","2,028","2,223","2,161","2,430","3,391","3,328","3,238","2,486","2,188","2,904","2,250","1,982","2,091","2,092","2,309","2,724","2,550","2,715","2,934","2,359","2,023","2,113"
강원도,동해시,"1,296","1,449","1,135",999,971,686,718,808,720,718,729,810,"1,404","1,530","1,435","1,123",939,"1,069",829,838,839,809,876,932,"1,063","1,082","1,130","1,121","1,174",831
강원도,태백시,636,574,491,501,478,398,421,395,378,417,387,524,548,637,644,473,348,304,426,400,323,343,404,432,489,494,515,355,349,363
강원도,속초시,"1,164","1,113","1,303","1,164","1,137",937,896,947,"1,034","1,053","1,008","1,032","1,124","1,270","1,337","1,005","1,132","1,759","1,237",922,984,938,986,"1,091",931,"1,071","1,378","1,481","1,215","1,183"
강원도,삼척시,969,931,893,667,658,516,556,568,541,605,626,829,"1,026",953,"1,121",718,575,647,603,517,626,606,685,793,785,773,746,649,619,572
강원도,홍천군,794,694,650,590,528,547,513,533,482,511,544,702,787,800,697,470,347,551,508,490,450,523,562,635,647,708,718,586,579,539
강원도,횡성군,460,508,456,414,360,334,336,377,332,348,373,453,496,485,477,346,240,375,388,319,288,335,375,457,387,348,468,371,369,344
강원도,영월군,475,441,461,327,324,270,298,301,297,272,257,354,457,479,472,379,226,257,253,239,273,247,303,386,385,419,417,316,265,265
강원도,평창군,436,383,404,369,326,278,302,310,297,284,297,394,404,415,433,310,296,353,314,254,343,351,340,354,372,384,395,317,295,340
강원도,정선군,487,459,388,295,307,250,280,281,321,284,287,310,374,458,420,267,209,294,276,247,244,280,263,337,338,325,432,315,212,285
강원도,철원군,688,703,475,438,419,343,377,365,321,605,473,477,584,550,518,437,335,414,355,370,315,357,420,527,536,551,468,362,355,372
강원도,화천군,474,419,306,308,269,271,403,291,299,318,326,332,465,420,321,279,227,263,269,256,184,299,359,337,431,344,407,341,316,261
강원도,양구군,378,410,252,241,240,227,307,235,221,232,294,421,479,405,299,268,181,290,211,203,190,212,241,305,372,361,277,249,163,192
강원도,인제군,564,507,466,358,290,290,341,307,300,301,354,490,517,571,504,326,301,319,311,291,334,305,569,441,555,455,471,380,453,458
강원도,고성군,455,378,341,323,440,273,298,257,282,244,262,282,342,344,341,310,222,352,282,273,245,225,202,300,314,274,435,300,343,300
강원도,양양군,381,323,335,291,246,227,257,213,210,219,261,306,342,295,323,268,291,310,286,268,201,216,298,316,333,298,358,293,245,235
충청북도,소계,"21,478","20,772","17,929","15,827","15,798","13,201","14,373","16,472","15,284","20,000","18,214","19,483","20,743","21,342","22,830","17,433","16,422","19,437","16,684","15,657","16,600","18,006","17,757","23,530","21,205","21,225","20,853","17,260","15,283","16,673"
충청북도,청주시,"11,831","11,605","9,560","8,291","8,816","7,316","7,792","9,553","7,905","10,838","9,193","10,070","11,611","12,264","13,257","9,855","9,381","12,054","9,939","8,875","9,640","10,799","10,173","14,555","11,820","12,758","11,795","10,165","8,775","9,996"
충청북도,충주시,"2,723","2,712","2,558","2,121","2,184","1,748","2,012","1,993","3,006","4,128","4,196","3,801","2,989","2,974","2,894","2,448","2,281","2,244","2,163","2,331","2,211","2,180","2,394","2,778","2,682","2,682","2,862","2,205","1,977","2,050"
충청북도,제천시,"1,745","1,798","1,670","1,850","1,540","1,273","1,345","1,445","1,291","1,323","1,248","1,450","1,516","1,719","1,938","1,444","1,301","1,383","1,289","1,189","1,151","1,342","1,329","1,459","1,432","1,421","1,634","1,384","1,262","1,260"
충청북도,청원군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청북도,보은군,301,263,285,248,253,245,218,223,247,221,245,275,274,264,305,216,227,278,256,210,237,253,219,312,296,218,287,218,254,262
충청북도,옥천군,376,386,348,299,313,277,310,296,302,324,310,364,363,390,412,292,255,357,352,334,341,319,344,415,439,446,451,333,338,292
충청북도,영동군,663,615,490,405,357,311,373,381,336,383,359,515,612,535,595,464,409,422,356,322,350,362,390,509,516,506,529,351,319,326
충청북도,증평군,468,389,354,330,262,254,297,306,291,330,350,376,346,361,424,329,325,420,299,334,300,389,389,651,450,424,459,338,260,342
충청북도,진천군,906,"1,001",878,703,687,573,641,790,581,868,768,830,785,930,982,759,744,774,677,714,791,756,844,949,869,842,965,756,733,690
충청북도,괴산군,886,515,423,420,354,263,285,316,274,407,423,556,"1,068",589,592,442,402,392,350,288,310,330,374,588,"1,422",632,526,432,360,378
충청북도,음성군,"1,259","1,228","1,100",939,849,761,879,950,850,967,911,981,929,"1,035","1,171",959,884,930,797,861,"1,100","1,106","1,103","1,055","1,032","1,048","1,095",852,837,848
충청북도,단양군,320,260,263,221,183,180,221,219,201,211,211,265,250,281,260,225,213,183,206,199,169,170,198,259,247,248,250,226,168,229
충청남도,소계,"26,122","27,053","23,777","20,685","20,194","17,580","20,148","21,538","19,249","20,506","19,892","22,840","24,999","29,472","27,850","22,465","22,113","24,381","21,779","22,166","21,778","20,623","21,638","27,122","25,706","27,628","28,040","22,133","20,300","21,859"
충청남도,천안시,"8,580","8,952","8,063","6,935","7,024","6,139","7,374","8,233","7,058","7,307","6,892","7,561","8,096","10,201","9,701","7,699","8,287","9,494","8,189","8,326","8,617","7,578","7,962","9,809","9,249","9,393","9,379","7,952","7,620","7,918"
충청남도,공주시,"1,589","1,397","1,245","1,146","1,015",935,946,"1,043",948,"1,075","1,002","1,131","1,210","1,351","1,339","1,150",973,"1,163","1,046","1,163","1,105","1,187","1,209","1,356","1,181","1,207","1,290","1,063",996,981
충청남도,보령시,"1,187","1,214","1,026",900,900,762,879,"1,085","1,147","1,032",984,"1,332","1,537","1,489","1,479","1,165","1,161","1,141","1,052",871,936,946,975,"1,140","1,223","1,297","1,227",894,817,852
충청남도,아산시,"3,566","3,928","3,491","3,184","3,080","2,822","3,157","3,238","2,892","3,007","3,091","3,180","3,855","4,770","4,426","3,386","3,264","4,097","3,366","3,670","3,518","3,084","3,205","3,800","3,696","3,909","4,080","3,338","3,408","4,111"
충청남도,서산시,"2,062","2,408","1,996","1,710","1,792","1,451","1,557","1,768","1,519","1,606","1,675","1,799","1,954","2,189","2,087","1,802","1,687","1,739","1,739","1,681","1,599","1,592","1,674","1,916","1,809","2,761","2,995","2,144","1,716","1,914"
충청남도,논산시,"1,467","1,635","1,396","1,074","1,057",918,979,923,925,"1,017","1,070","1,359","1,355","1,579","1,435","1,245","1,159","1,062","1,002","1,030",938,"1,052","1,015","1,405","1,279","1,401","1,362","1,033",924,938
충청남도,계룡시,"1,339","1,276",800,551,415,457,590,607,477,623,584,927,"1,242","1,274",844,536,561,545,482,605,519,699,706,880,"1,157","1,053",867,511,425,528
충청남도,당진시,"1,841","1,937","1,912","1,605","1,474","1,369","1,508","1,434","1,365","1,602","1,501","1,601","1,766","2,060","2,057","1,705","1,557","1,508","1,721","1,645","1,522","1,481","1,714","2,736","2,125","2,534","2,491","1,745","1,507","1,511"
충청남도,금산군,503,435,459,385,429,308,359,386,372,417,370,486,483,566,535,443,379,453,312,360,359,340,326,468,434,418,468,351,316,361
충청남도,연기군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,논산군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,597,596,552,550,479,390,431,471,432,483,422,537,541,579,609,490,511,512,453,465,422,414,464,554,522,538,574,434,410,421
충청남도,서천군,406,445,386,327,358,289,330,378,325,320,350,457,418,456,475,406,408,401,361,360,342,358,386,450,435,430,474,403,345,330
충청남도,청양군,510,357,306,289,252,211,257,216,192,228,214,309,387,391,335,278,256,309,216,219,223,188,221,316,302,251,334,237,211,219
충청남도,홍성군,"1,135","1,121",926,933,826,730,787,734,679,712,796,937,941,"1,099","1,109",962,800,872,828,721,746,766,720,923,"1,108","1,007","1,008",860,675,734
충청남도,예산군,737,741,667,557,585,433,530,586,526,581,502,653,660,776,800,711,594,611,525,602,548,541,606,723,599,676,780,624,527,559
충청남도,태안군,603,611,552,539,508,366,464,436,392,496,439,571,554,692,619,487,516,474,487,448,384,397,455,646,587,753,711,544,403,482
충청남도,당진군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라북도,소계,"23,930","25,655","23,912","20,044","18,353","15,264","18,391","17,940","16,979","18,647","19,440","22,968","23,350","25,856","25,269","20,086","18,710","21,151","20,756","19,354","20,375","19,181","19,650","23,839","21,142","21,678","22,727","17,747","16,136","17,676"
전라북도,전주시,"8,492","10,223","9,915","8,421","7,137","6,035","7,477","7,187","6,979","7,483","7,780","9,421","8,424","10,805","10,028","8,353","7,362","9,099","8,310","8,428","8,634","7,605","7,457","9,772","8,397","8,755","8,978","7,234","6,404","6,758"
전라북도,군산시,"3,658","3,728","3,425","2,956","2,764","2,371","2,866","2,715","2,587","2,738","2,847","3,150","3,418","4,018","3,813","2,996","3,081","3,342","4,073","2,975","3,760","3,357","3,296","3,652","3,100","3,395","3,762","2,760","2,575","2,643"
전라북도,익산시,"3,905","4,363","3,673","2,948","3,090","2,579","2,997","2,907","2,612","2,902","3,134","3,504","3,458","3,646","3,853","2,832","3,025","3,284","3,248","2,972","3,016","3,042","3,295","3,740","3,583","3,450","3,565","2,760","2,592","3,682"
전라북도,정읍시,"1,188","1,251","1,189","1,004",984,767,"1,062","1,014",918,975,993,"1,571","1,455","1,569","1,556","1,154","1,062","1,115","1,071",993,959,925,"1,062","1,228",972,"1,009","1,182",963,874,861
전라북도,남원시,915,909,922,781,758,584,665,688,614,759,979,"1,093","2,062","1,063","1,005",814,782,745,616,575,825,761,755,949,839,819,882,696,618,607
전라북도,김제시,901,860,996,931,757,577,672,669,634,760,715,841,830,939,936,822,723,804,763,700,691,731,845,938,899,"1,072",943,772,755,726
전라북도,완주군,"1,090","1,418","1,197",992,903,712,839,816,872,948,904,"1,082",993,"1,211","1,246",949,834,836,796,964,789,949,977,"1,185","1,112","1,000","1,032",728,741,773
전라북도,진안군,267,220,188,217,209,177,204,205,167,197,227,233,242,252,268,236,191,200,243,176,178,212,242,258,242,220,212,163,153,173
전라북도,무주군,229,203,179,184,165,154,126,161,125,195,156,173,209,216,241,176,157,177,177,136,145,134,155,211,204,216,199,177,151,155
전라북도,장수군,408,357,266,192,191,146,152,164,167,165,198,187,198,249,206,157,160,156,132,152,131,165,182,208,177,160,171,191,128,150
전라북도,임실군,"1,200",565,401,317,292,210,242,254,243,309,290,372,705,418,442,371,256,238,272,234,270,270,275,382,294,281,332,209,185,191
전라북도,순창군,377,290,318,220,266,195,232,289,262,278,279,317,295,335,374,263,225,251,223,232,231,243,294,299,351,260,322,249,227,187
전라북도,고창군,644,641,737,431,433,381,442,486,365,415,497,559,520,606,666,481,359,426,409,369,343,379,405,488,481,504,636,402,383,387
전라북도,부안군,656,627,506,450,404,376,415,385,434,523,441,465,541,529,635,482,493,478,423,448,403,408,410,529,491,537,511,443,350,383
전라남도,소계,"25,181","23,935","21,218","18,861","18,382","15,881","17,573","18,303","16,594","17,262","17,208","22,873","24,283","23,596","24,927","19,807","17,610","18,671","18,817","20,633","18,612","17,681","19,923","24,210","22,369","22,253","23,903","17,898","16,325","16,953"
전라남도,목포시,"3,273","3,129","3,049","2,552","2,760","2,436","2,679","2,846","2,449","2,539","2,480","2,978","3,095","3,344","3,559","2,991","2,575","2,761","3,582","4,240","3,550","3,390","3,592","3,942","3,453","3,442","3,733","3,251","2,983","2,810"
전라남도,여수시,"3,138","3,069","3,078","4,362","3,535","2,972","3,076","2,865","2,908","3,203","2,920","3,727","3,474","3,591","4,344","3,720","3,068","3,171","2,901","2,946","2,600","2,765","3,436","4,155","3,306","3,349","3,463","2,866","2,679","2,652"
전라남도,순천시,"3,495","4,134","3,449","2,754","3,081","2,533","2,689","3,158","2,774","2,742","3,105","4,901","2,918","3,500","3,657","3,327","3,321","3,157","3,383","3,550","3,204","2,628","3,165","4,219","3,292","3,648","3,517","2,607","2,595","3,092"
전라남도,나주시,"1,771","1,947","1,547","1,272","1,300","1,169","1,379","1,257","1,149","1,285","1,244","1,425","1,544","1,873","1,693","1,304","1,143","1,358","1,192","1,151","1,311","1,238","1,340","1,732","1,606","1,460","1,673","1,170","1,063","1,181"
전라남도,여천시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,광양시,"4,100","2,360","1,851","1,385","1,551","1,209","1,365","1,488","1,265","1,289","1,303","1,703","4,659","2,455","2,505","1,179","1,245","1,744","1,435","1,559","1,302","1,303","1,351","1,682","2,112","1,861","2,587","1,680","1,334","1,265"
전라남도,담양군,685,519,553,383,415,358,420,442,399,385,402,552,549,524,503,472,422,502,408,391,395,368,439,570,514,537,541,416,395,440
전라남도,곡성군,341,346,291,220,237,209,195,226,222,245,223,343,340,295,358,252,210,239,248,219,222,230,210,254,299,281,284,180,195,222
전라남도,구례군,574,401,314,266,253,209,236,206,185,194,201,362,557,372,398,270,246,245,207,221,202,235,263,265,376,285,289,210,195,219
전라남도,여천군,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도,고흥군,602,599,548,424,441,364,442,419,341,422,425,569,546,599,662,504,395,402,395,451,426,438,421,588,491,448,555,409,411,345
전라남도,보성군,402,454,408,378,259,264,320,315,327,301,291,426,365,384,434,351,335,299,320,295,268,258,315,379,320,338,377,264,230,256
전라남도,화순군,801,644,641,486,457,440,600,563,430,480,519,618,589,658,670,554,488,455,503,418,421,460,459,592,567,525,649,424,392,418
전라남도,장흥군,426,429,404,301,238,252,294,281,302,245,287,337,413,367,457,380,266,275,283,260,262,250,242,336,307,405,402,309,257,243
전라남도,강진군,423,401,363,308,253,213,227,242,252,285,304,389,334,344,414,367,328,303,243,257,229,216,244,348,339,351,339,262,239,205
전라남도,해남군,661,744,609,525,509,536,495,490,522,498,439,640,681,702,720,582,427,473,429,481,457,386,473,611,586,563,666,433,370,431
전라남도,영암군,583,659,620,466,405,406,483,723,501,495,416,524,621,644,648,533,436,413,447,597,431,471,508,621,515,582,671,491,490,512
전라남도,무안군,"1,030","1,172",926,695,715,674,694,762,666,655,631,950,991,"1,020",985,762,635,700,844,"1,614","1,378","1,105","1,417","1,207","1,283","1,487","1,357",948,736,774
전라남도,함평군,407,367,299,279,242,227,263,241,234,240,225,290,283,293,355,260,271,257,261,229,207,206,262,380,329,300,351,231,212,280
전라남도,영광군,616,549,569,487,437,387,404,414,365,427,432,522,518,576,568,444,407,456,390,404,399,431,416,584,554,545,582,430,367,402
전라남도,장성군,678,656,590,457,454,366,491,566,534,492,510,606,662,636,678,537,499,561,463,515,442,518,534,670,689,597,640,474,408,443
전라남도,완도군,434,550,431,302,296,239,345,333,325,325,311,342,419,530,485,386,318,379,320,298,304,274,297,417,392,453,471,307,258,272
전라남도,진도군,273,295,256,230,192,156,195,176,164,203,220,250,277,361,302,244,279,212,212,219,258,213,210,277,587,344,344,244,228,212
전라남도,신안군,468,511,422,329,352,262,281,290,280,312,320,419,448,528,532,388,296,309,351,318,344,298,329,381,452,452,412,292,288,279
경상북도,소계,"31,304","32,917","29,379","25,993","25,787","21,652","23,344","22,355","20,969","22,851","24,247","30,284","30,667","34,193","36,640","29,790","23,634","26,162","24,780","24,193","24,378","23,274","25,433","31,535","29,732","31,770","32,948","25,653","23,151","23,873"
경상북도,포항시,"6,297","6,524","5,459","4,654","4,631","3,847","4,042","4,029","3,777","4,081","4,928","5,151","5,679","7,881","7,372","6,103","4,784","5,017","4,494","4,582","4,182","4,169","4,633","5,632","5,619","6,043","5,772","4,554","4,003","4,797"
경상북도,경주시,"2,852","3,758","3,164","2,403","2,287","1,971","2,271","2,111","2,046","2,182","2,002","2,638","2,723","2,942","3,237","2,625","2,148","2,326","2,076","2,186","2,011","2,001","2,509","3,145","2,934","3,258","3,110","2,568","2,351","2,382"
경상북도,김천시,"1,793","1,790","1,539","1,779","1,427","1,114","1,317","1,329","1,146","1,431","1,439","1,693","1,654","1,595","1,780","1,698","1,254","1,356","1,316","1,298","1,254","1,157","1,259","1,559","1,524","1,599","1,643","1,233","1,130","1,187"
경상북도,안동시,"2,164","1,916","2,086","1,596","1,668","1,291","1,481","1,367","1,255","1,361","1,366","1,775","2,082","2,216","2,481","2,166","1,635","1,611","1,764","1,456","1,522","1,389","1,579","2,082","1,923","2,002","2,158","1,496","1,366","1,341"
경상북도,구미시,"4,910","5,768","4,672","4,967","5,426","4,300","4,261","4,036","3,703","3,861","3,893","5,695","4,792","5,588","5,451","4,703","3,933","4,791","4,187","4,200","4,967","4,437","4,584","4,974","4,671","5,995","6,324","4,373","3,873","3,879"
경상북도,영주시,"1,110","1,100","1,174",857,920,746,854,764,801,857,890,"1,046","1,019","1,107","1,338","1,288",935,948,885,851,803,854,908,"1,120",970,"1,014","1,032",865,818,711
경상북도,영천시,"1,293","1,311","1,308","1,102","1,182",895,"1,071",933,924,979,914,"1,133","1,260","1,333","1,894","1,206",972,"1,185","1,056",985,933,974,"1,051","1,208","1,251","1,074","1,769","1,431","1,223","1,234"
경상북도,상주시,"1,287","1,132","1,076",841,839,766,769,731,685,788,869,"1,263","1,750","1,516","1,547","1,308",876,972,989,856,813,730,843,"1,240","1,035","1,108","1,279",842,723,765
경상북도,문경시,799,789,772,549,589,534,677,597,574,604,687,"1,044","1,152",922,990,863,626,775,795,608,612,619,655,935,"1,057",777,906,763,680,677
경상북도,경산시,"3,052","3,241","3,119","2,896","2,536","2,509","2,570","2,526","2,444","2,778","3,211","3,462","3,289","3,436","3,884","2,852","2,467","2,736","2,818","2,768","3,078","2,940","3,111","4,326","3,913","3,736","3,572","3,428","3,421","3,259"
경상북도,군위군,249,212,210,155,136,147,137,172,137,147,147,205,204,228,316,222,185,184,187,180,175,140,176,225,213,193,203,167,158,131
경상북도,의성군,438,414,357,300,325,322,316,294,273,339,354,588,389,522,552,384,357,325,333,348,325,311,402,421,419,456,401,317,276,315
경상북도,청송군,237,234,190,183,199,132,169,182,139,169,168,246,241,251,298,239,194,178,185,168,183,147,179,233,217,229,246,159,198,161
경상북도,영양군,163,178,124,134,95,79,108,100,89,89,101,137,108,160,159,121,92,106,93,105,76,94,78,114,126,120,113,95,101,79
경상북도,영덕군,347,374,360,278,289,227,232,219,217,265,247,346,350,358,468,387,281,270,233,224,231,264,268,331,308,330,424,287,196,236
경상북도,청도군,478,396,415,303,314,283,345,326,339,289,321,415,379,435,458,354,294,378,338,336,327,325,337,386,383,387,417,352,323,358
경상북도,고령군,358,332,281,234,264,205,188,237,225,237,264,254,311,299,470,314,283,289,312,271,278,209,228,332,292,287,266,270,229,222
경상북도,성주군,649,475,407,326,368,344,328,385,320,369,399,405,442,435,667,395,346,459,339,378,366,323,399,467,454,426,437,307,307,287
경상북도,칠곡군,"1,270","1,240","1,123","1,072","1,120",975,"1,028",948,921,932,985,"1,240","1,226","1,244","1,441","1,065",933,"1,148",993,"1,053","1,167","1,175","1,077","1,424","1,115","1,127","1,288","1,018",788,853
경상북도,예천군,537,612,480,405,419,366,441,370,337,397,394,570,623,598,629,475,354,400,705,674,500,425,432,510,486,565,598,407,370,373
경상북도,봉화군,311,281,265,228,236,204,211,203,160,205,201,311,313,281,256,256,191,219,212,210,194,167,237,285,264,259,296,213,177,172
경상북도,울진군,497,641,647,585,440,326,396,360,328,371,346,511,503,590,726,595,379,370,361,303,288,341,365,450,422,635,552,400,347,365
경상북도,울릉군,213,199,151,146,77,69,132,136,129,120,121,156,178,256,226,171,115,119,109,153,93,83,123,136,136,150,142,108,93,89
경상남도,소계,"40,989","43,422","37,827","33,844","31,921","27,009","32,070","31,059","27,515","30,245","29,887","39,773","42,474","47,008","41,934","34,061","30,403","30,887","29,434","32,086","31,275","29,710","31,563","39,162","37,269","40,124","40,168","30,937","28,904","29,004"
경상남도,창원시,"13,839","13,480","11,654","10,093","9,273","8,072","11,069","10,910","9,072","9,641","8,807","12,881","14,959","16,760","13,861","11,003","10,114","10,193","9,079","10,158","10,654","9,850","10,445","13,349","12,492","13,337","12,220","9,565","9,045","9,237"
경상남도,진주시,"5,073","5,862","4,652","3,800","3,671","3,136","3,695","3,586","3,043","3,169","3,191","4,095","4,655","5,657","4,750","3,803","3,300","3,189","3,380","4,119","4,467","4,009","3,604","4,309","4,290","4,924","4,824","3,341","2,903","3,090"
경상남도,통영시,"1,923","1,936","1,571","1,449","1,495","1,027","1,195","1,186","1,082","1,109","1,117","1,322","1,459","1,681","1,678","1,387","1,216","1,339","1,178","1,177","1,070","1,189","1,297","1,421","1,367","1,534","1,692","1,249","1,224","1,111"
경상남도,사천시,"1,538","1,784","1,455","1,245","1,209",887,"1,142","1,001",893,"1,021",937,"1,384","1,606","1,605","1,415","1,249","1,128","1,090","1,566","1,584","1,230","1,259","1,214","1,331","1,343","1,315","1,384","1,021",977,"1,194"
경상남도,김해시,"5,849","6,932","6,890","6,949","5,873","5,305","5,446","4,908","4,417","4,962","4,944","6,169","6,214","6,824","6,280","5,230","4,500","4,786","4,468","4,749","4,368","4,101","4,836","6,003","5,772","6,128","6,300","5,005","4,837","4,811"
경상남도,밀양시,"1,194","1,087","1,046","1,026","1,239",938,929,901,804,"1,021",922,"1,127","1,462","1,392","1,379","1,168",898,873,974,"1,127",921,947,861,"1,094","1,065","1,120","1,175",921,821,904
